student_id,first_name,last_name,email,gender,date_of_birth,major,enrollment_year,gpa,attendance_rate,participation_rate,financial_aid,first_generation,international_student,current_year,courses,grade_MATH101,grade_MATH201,grade_MATH301,grade_MATH401,grade_STAT101,grade_CS101,grade_CS201,grade_CS301,grade_CS401,grade_ECON101,grade_ECON201,grade_ECON301,grade_ART101,grade_ART201,grade_ART301,grade_HIST101,grade_ENG101,grade_CHEM101,grade_CHEM201,grade_CHEM301,grade_PHYS101,grade_ENG201,grade_ENG301,grade_PHYS201,grade_PHYS301,grade_HIST201,grade_HIST301,grade_POL101,grade_BUS101,grade_BUS201,grade_BUS301,grade_PSY101,grade_PSY201,grade_PSY301,grade_BIO101,grade_BIO201,grade_BIO301,avg_course_grade,risk_score,risk_category,gender_code,major_code
25403982,Zachary,Johnston,baileyhenry@example.org,Female,2003-01-21,Mathematics,2019,2.9600676641198564,0.547531705559446,0.6535443769985901,True,True,True,1,"MATH101, MATH201, MATH301, MATH401, STAT101",96.65496283136355,83.4840934703385,74.70445069283707,72.84211835351059,89.40891990136184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.41890904988232,0.7210045472845057,High,1,0
88282174,Angela,Knight,cynthiadyer@example.com,Male,2006-07-25,Computer Science,2021,3.223880549144889,0.7421669314222863,0.448583029674467,True,False,False,2,"CS101, CS201, CS301, CS401, MATH101",100.0,,,,,74.20912821994821,81.58994163141915,85.32207725078793,82.54738810103079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.7337070406372,0.49808109498046516,Medium,0,1
87026227,Alejandro,Ruiz,brookeboyd@example.com,Female,2000-12-30,Economics,2020,3.2922568244630566,0.8842547975770358,0.4625930672208178,True,False,False,2,"ECON101, ECON201, ECON301, MATH101, STAT101",73.33225643231947,,,,83.79198209216405,,,,,77.36096822965723,72.9792601406645,81.81759573571628,,,,,,,,,,,,,,,,,,,,,,,,,,77.85641252610431,0.4253022174975031,Medium,1,2
6394858,Robert,Grant,paula32@example.org,Male,2001-03-10,Economics,2022,2.98989507955794,0.8123902913019471,0.5327021384449341,True,False,False,2,"ECON101, ECON201, ECON301, MATH101, STAT101",71.07652668169501,,,,92.3059113337858,,,,,78.285503122271,73.82301253555059,95.02099383071786,,,,,,,,,,,,,,,,,,,,,,,,,,82.10238950080405,0.5537844530972531,Medium,0,2
12239097,Connie,Case,jeffery18@example.org,Other,2006-04-05,Art,2018,2.604351690779535,0.7624488529539545,0.8164774653013088,True,False,False,1,"ART101, ART201, ART301, HIST101, ENG101",,,,,,,,,,,,,78.0425885233254,40.152718113477775,66.68765219192593,74.74061376598827,54.722742283809254,,,,,,,,,,,,,,,,,,,,,62.869262975705325,0.6662291747417379,Medium,2,3
79708589,Mark,Byrd,ashley73@example.com,Other,2001-11-27,Chemistry,2022,3.573618538088664,0.8978525723431988,0.8392986560384607,True,True,False,1,"CHEM101, CHEM201, CHEM301, PHYS101, MATH101",100.0,,,,,,,,,,,,,,,,,59.9434471943485,82.85506074410982,87.60333157552306,83.52552089003562,,,,,,,,,,,,,,,,,82.7854720808034,0.2833370818538826,Low,2,4
17477995,Jennifer,Rodriguez,alexandriaball@example.net,Male,2003-08-17,Engineering,2021,2.840454770750428,0.6212721047147817,0.5552470521463343,True,False,False,4,"ENG101, ENG201, ENG301, MATH101, PHYS101",59.29415189441612,,,,,,,,,,,,,,,,63.39208208457833,,,,46.646599151698396,80.83215575570928,79.12993524001081,,,,,,,,,,,,,,,65.85898482528259,0.6663870498561273,Medium,0,5
19455278,Matthew,Davis,pamelaanderson@example.com,Other,2005-06-22,Physics,2018,2.8620273503784417,0.6017781424622628,0.4991301072037778,True,False,False,2,"PHYS101, PHYS201, PHYS301, MATH101, CHEM101",59.282120279257526,,,,,,,,,,,,,,,,,70.6478630424886,,,75.7854185509114,,,70.52730230359187,79.39518002186007,,,,,,,,,,,,,71.1275768396219,0.674829595669189,Medium,2,6
74114168,Randy,Harrison,jennastokes@example.net,Male,2000-01-12,History,2019,2.7109530591219406,0.49092675009529746,0.3782151111380916,True,False,False,3,"HIST101, HIST201, HIST301, POL101, ENG101",,,,,,,,,,,,,,,,56.47026926587159,57.7079347799225,,,,,,,,,51.70233324636146,81.40197471748537,63.55957374157522,,,,,,,,,,62.16841715024323,0.7926977290950161,High,0,7
30137930,Manuel,Lewis,gbishop@example.org,Male,2007-04-06,Engineering,2018,2.6628373278146085,0.9476856422445535,0.8537584631668641,True,False,False,4,"ENG101, ENG201, ENG301, MATH101, PHYS101",49.54781054635913,,,,,,,,,,,,,,,,72.24149961268809,,,,68.21687499951095,81.8022136697526,81.70934122197649,,,,,,,,,,,,,,,70.70354801005746,0.5798076835674177,Medium,0,5
2700214,Karina,Castaneda,shieldsstephen@example.org,Male,2005-03-15,Economics,2018,3.0246967845055064,0.7042394054860183,0.5260019964206627,True,True,False,4,"ECON101, ECON201, ECON301, MATH101, STAT101",73.89762833532157,,,,64.61804589165745,,,,,72.957407734378,62.62085852395541,76.48048540940384,,,,,,,,,,,,,,,,,,,,,,,,,,70.11488517894325,0.6236490652678595,Medium,0,2
